arc                                                                         ,file                                                            ,crc32
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01.arc                ,effect\tex\cm\t_cm05_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01.arc                ,effect\tex\cm\t_cm03_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01.arc                ,effect\efl\pl\pl0000\l_pl0000_03                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01.arc                ,effect\grw\g_cm00_00                                            ,437BCF2
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01.arc                ,effect\efl\cm\cm000\l_cm008_00                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01.arc                ,effect\tex\cm\t_cm01_04                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01.arc                ,effect\mod\cm\m_cm01_01\m_cm01_01_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01.arc                ,effect\mod\cm\m_cm01_01\m_cm01_01_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01.arc                ,effect\mod\cm\m_cm01_02\m_cm01_02_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01.arc                ,effect\mod\cm\m_cm01_02\m_cm01_02_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01.arc                ,effect\tex\cm\t_cm10_01                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01.arc                ,effect\mod\cm\m_cm04_02\m_cm04_02_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01.arc                ,effect\mod\cm\m_cm04_02\m_cm04_02_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01.arc                ,effect\efl\pl\pl0000\l_pl0000_04                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01.arc                ,effect\grw\g_cm00_01                                            ,437BCF2
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01.arc                ,effect\efl\cm\cm000\l_cm008_01                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01.arc                ,effect\epv\pl\pl0010\p_pl0010_cs01                              ,12191BA1
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01.arc                ,obj\pl\pl000000\collision\job10\cs01\cs01_05                    ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01.arc                ,obj\pl\pl000000\collision\job10\cs01\cs01_06                    ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,obj\pl\pl000000\collision\job10\cs01_ex01\cs01_ex01             ,199C56C0
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,obj\pl\pl000000\collision\job10\cs01_ex01\cs01_ex01_01          ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\tex\cm\t_cm05_04                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\tex\cm\t_cm00_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\tex\cm\t_cm09_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\mod\cm\m_cm03_00\m_cm03_00_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\mod\cm\m_cm03_00\m_cm03_00_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\mod\cm\m_cm02_03\m_cm02_03_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\mod\cm\m_cm02_03\m_cm02_03_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\tex\cm\t_cm02_03                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\mod\cm\m_cm09_09\m_cm09_09_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\mod\cm\m_cm09_09\m_cm09_09_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\tex\cm\t_cm09_01                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\efl\pl\pl0010\l_pl0010_10                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\tex\cm\t_cm01_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\tex\cm\t_cm01_02                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\tex\cm\t_cm04_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\mod\cm\m_cm01_02\m_cm01_02_02                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\mod\cm\m_cm01_02\m_cm01_02_02                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\tex\cm\t_cm10_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\tex\cm\t_cm05_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\tex\cm\t_cm03_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\efl\pl\pl0000\l_pl0000_03                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\grw\g_cm00_00                                            ,437BCF2
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\efl\cm\cm000\l_cm008_00                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\tex\cm\t_cm01_04                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\mod\cm\m_cm01_01\m_cm01_01_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\mod\cm\m_cm01_01\m_cm01_01_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\mod\cm\m_cm01_02\m_cm01_02_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\mod\cm\m_cm01_02\m_cm01_02_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\tex\cm\t_cm10_01                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\mod\cm\m_cm04_02\m_cm04_02_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\mod\cm\m_cm04_02\m_cm04_02_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\efl\pl\pl0000\l_pl0000_04                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\grw\g_cm00_01                                            ,437BCF2
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\efl\cm\cm000\l_cm008_01                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,effect\epv\pl\pl0010\p_pl0010_cs01                              ,12191BA1
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,obj\pl\pl000000\motion\m0010\m0010_at\m0010_cs01                ,76820D81
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,obj\pl\pl000000\motion\m0010\m0010_at\m0010_boost_cs01          ,76820D81
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,sound\se\job\job10_cs\job10_cs01\wave\job10_cs_add_wsh_s        ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,sound\se\job\job10_cs\job10_cs01\job10_cs01                     ,15D782FB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex01.arc           ,sound\se\job\job10_cs\job10_cs01\job10_cs01                     ,1BCC4966
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,obj\pl\pl000000\collision\job10\cs01_ex02\cs01_ex02             ,199C56C0
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,obj\pl\pl000000\collision\job10\cs01_ex02\cs01_ex02_01          ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\tex\cm\t_cm05_04                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\tex\cm\t_cm00_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\tex\cm\t_cm09_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\mod\cm\m_cm03_00\m_cm03_00_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\mod\cm\m_cm03_00\m_cm03_00_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\mod\cm\m_cm02_03\m_cm02_03_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\mod\cm\m_cm02_03\m_cm02_03_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\tex\cm\t_cm02_03                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\mod\cm\m_cm09_09\m_cm09_09_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\mod\cm\m_cm09_09\m_cm09_09_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\tex\cm\t_cm09_01                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\efl\pl\pl0010\l_pl0010_10                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\tex\cm\t_cm01_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\tex\cm\t_cm01_02                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\tex\cm\t_cm04_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\mod\cm\m_cm01_02\m_cm01_02_02                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\mod\cm\m_cm01_02\m_cm01_02_02                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\tex\cm\t_cm10_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\tex\cm\t_cm05_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\tex\cm\t_cm03_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\efl\pl\pl0000\l_pl0000_03                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\grw\g_cm00_00                                            ,437BCF2
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\efl\cm\cm000\l_cm008_00                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\tex\cm\t_cm01_04                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\mod\cm\m_cm01_01\m_cm01_01_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\mod\cm\m_cm01_01\m_cm01_01_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\mod\cm\m_cm01_02\m_cm01_02_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\mod\cm\m_cm01_02\m_cm01_02_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\tex\cm\t_cm10_01                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\mod\cm\m_cm04_02\m_cm04_02_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\mod\cm\m_cm04_02\m_cm04_02_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\efl\pl\pl0000\l_pl0000_04                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\grw\g_cm00_01                                            ,437BCF2
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\efl\cm\cm000\l_cm008_01                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,effect\epv\pl\pl0010\p_pl0010_cs01                              ,12191BA1
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,obj\pl\pl000000\motion\m0010\m0010_at\m0010_cs01                ,76820D81
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,obj\pl\pl000000\motion\m0010\m0010_at\m0010_boost_cs01          ,76820D81
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,sound\se\job\job10_cs\job10_cs01\wave\job10_cs_add_wsh_s        ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,sound\se\job\job10_cs\job10_cs01\job10_cs01                     ,15D782FB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs01_ex02.arc           ,sound\se\job\job10_cs\job10_cs01\job10_cs01                     ,1BCC4966
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,obj\pl\pl000000\collision\job10\cs02\cs02_02                    ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,obj\pl\pl000000\collision\job10\cs02\cs02_03                    ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,obj\pl\pl000000\motion\m0010\m0010_at\m0010_cs02                ,76820D81
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,sound\se\job\job10_cs\job10_cs02\wave\job10_cs_add_wsh_s        ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,sound\se\job\job10_cs\job10_cs02\job10_cs02                     ,15D782FB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,sound\se\job\job10_cs\job10_cs02\job10_cs02                     ,1BCC4966
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,obj\pl\pl000000\collision\job10\cs02\cs02                       ,199C56C0
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,obj\pl\pl000000\collision\job10\cs02\cs02_01                    ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,obj\pl\pl000000\collision\job10\cs02\cs02_10                    ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,obj\pl\pl000000\collision\job10\cs02\cs02_04                    ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,obj\pl\pl000000\motion\m0010\m0010_at\m0010_boost_cs02          ,76820D81
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,obj\pl\pl000000\collision\job10\cs02\cs02_07                    ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,obj\pl\pl000000\collision\job10\cs02\cs02_08                    ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,obj\pl\pl000000\collision\job10\cs02\cs02_09                    ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,effect\tex\cm\t_cm05_04                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,effect\tex\cm\t_cm00_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,effect\tex\cm\t_cm09_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,effect\mod\cm\m_cm03_00\m_cm03_00_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,effect\mod\cm\m_cm03_00\m_cm03_00_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,effect\mod\cm\m_cm02_03\m_cm02_03_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,effect\mod\cm\m_cm02_03\m_cm02_03_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,effect\tex\cm\t_cm02_03                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,effect\mod\cm\m_cm09_09\m_cm09_09_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,effect\mod\cm\m_cm09_09\m_cm09_09_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,effect\tex\cm\t_cm09_01                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,effect\efl\pl\pl0010\l_pl0010_10                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,effect\grw\g_cm00_00                                            ,437BCF2
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,effect\efl\cm\cm000\l_cm008_00                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,effect\tex\cm\t_cm01_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,effect\tex\cm\t_cm01_02                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,effect\tex\cm\t_cm10_01                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,effect\tex\cm\t_cm04_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,effect\efl\pl\pl0000\l_pl0000_10                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,effect\grw\g_cm00_01                                            ,437BCF2
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,effect\efl\cm\cm000\l_cm008_01                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,effect\epv\pl\pl0010\p_pl0010_cs02                              ,12191BA1
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,obj\pl\pl000000\collision\job10\cs02\cs02_05                    ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs02.arc                ,obj\pl\pl000000\collision\job10\cs02\cs02_06                    ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,obj\pl\pl000000\collision\job10\cs03\cs03_02                    ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,obj\pl\pl000000\collision\job10\cs03\cs03_03                    ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,obj\pl\pl000000\motion\m0010\m0010_at\m0010_cs03                ,76820D81
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10_cs\job10_cs03\wave\job10_cs_add_wsh_s        ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10_cs\job10_cs03\wave\job10_cs_add_wsh_m        ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10_cs\job10_cs03\wave\job10_cs03_long_wsh12up   ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10_cs\job10_cs03\job10_cs03                     ,15D782FB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_ns_wsh_s_alt_02                    ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_ns_wsh_m                           ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_ns_wsh_l                           ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_ns_stab_wsh_alt_02                 ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_ns_quick_wsh_s                     ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_ns_quick_wsh_m                     ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_ns_spin_wsh                        ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_bst_wsh_s_alt_02                   ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_bst_wsh_m                          ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_bst_wsh_l                          ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_bst_stab_wsh                       ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_bst_quick_wsh                      ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_bst_ground_hit_wsh                 ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_ns_ground_hit                      ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_ns_pull                            ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_eguri_hit_alt_01                   ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_eguri_hit_alt_02                   ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_limit_light                        ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_ns_wsh_l_add                       ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_ns_imp_wsh                         ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_change_at                          ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_change_spt                         ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_eff_twinkle04                      ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_eff_twinkle02                      ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_eff_twinkle03                      ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_ns_move_wsh                        ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_wsh_low                            ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_bst_at_lp                          ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_bst_spt_lp                         ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_bst_eff_imp                        ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_tame_comp                          ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_bst_off                            ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_ui_gauge_comp01                    ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_esc_just                           ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_ui_gauge_comp02                    ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\wav\job10_ui_bst_miss                        ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10\job_10                                       ,15D782FB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job10_cs03.arc                ,sound\se\job\job10_cs\job10_cs03\job10_cs03                     ,1BCC4966
