keys,ja,en
ITEM_NAME_23052,延囮 LV.6,Prolonged Lure LV.6
ITEM_NAME_23053,速錬 LV.4,Well-Practiced LV.4
ITEM_NAME_23054,速錬 LV.5,Well-Practiced LV.5
ITEM_NAME_23055,速錬 LV.6,Well-Practiced LV.6
ITEM_NAME_23056,舞活 LV.4,Lively Romp LV.4
ITEM_NAME_23057,舞活 LV.5,Lively Romp LV.5
ITEM_NAME_23058,舞活 LV.6,Lively Romp LV.6
ITEM_NAME_23059,盛精 LV.4,Vigorous Vitality LV.4
ITEM_NAME_23060,盛精 LV.5,Vigorous Vitality LV.5
ITEM_NAME_23061,盛精 LV.6,Vigorous Vitality LV.6
ITEM_NAME_23062,快動 LV.4,Relaxedness LV.4
ITEM_NAME_23063,快動 LV.5,Relaxedness LV.5
ITEM_NAME_23064,快動 LV.6,Relaxedness LV.6
ITEM_NAME_23065,英気 LV.4,Heroic Spirit LV.4
ITEM_NAME_23066,英気 LV.5,Heroic Spirit LV.5
ITEM_NAME_23067,英気 LV.6,Heroic Spirit LV.6
ITEM_NAME_23068,薬効 LV.4,Efficacy LV.4
ITEM_NAME_23069,薬効 LV.5,Efficacy LV.5
ITEM_NAME_23070,薬効 LV.6,Efficacy LV.6
ITEM_NAME_23071,延臨 LV.4,Extension LV.4
ITEM_NAME_23072,延臨 LV.5,Extension LV.5
ITEM_NAME_23073,延臨 LV.6,Extension LV.6
ITEM_NAME_23074,避活 LV.4,Avoidance LV.4
ITEM_NAME_23075,避活 LV.5,Avoidance LV.5
ITEM_NAME_23076,避活 LV.6,Avoidance LV.6
ITEM_NAME_23077,長癒 LV.4,Extended Healing LV.4
ITEM_NAME_23078,長癒 LV.5,Extended Healing LV.5
ITEM_NAME_23079,長癒 LV.6,Extended Healing LV.6
ITEM_NAME_23080,臨堅 LV.4,Critical LV.4
ITEM_NAME_23081,臨堅 LV.5,Critical LV.5
ITEM_NAME_23082,臨堅 LV.6,Critical LV.6
ITEM_NAME_23083,避霊 LV.4,Evasive Spirit LV.4
ITEM_NAME_23084,避霊 LV.5,Evasive Spirit LV.5
ITEM_NAME_23085,避霊 LV.6,Evasive Spirit LV.6
ITEM_NAME_23086,強附 LV.4,Great Enchantment LV.4
ITEM_NAME_23087,強附 LV.5,Great Enchantment LV.5
ITEM_NAME_23088,強附 LV.6,Great Enchantment LV.6
ITEM_NAME_23089,魔充 LV.4,Magickal Charge LV.4
ITEM_NAME_23090,魔充 LV.5,Magickal Charge LV.5
ITEM_NAME_23091,魔充 LV.6,Magickal Charge LV.6
ITEM_NAME_23092,延印 LV.4,Extended Glyph LV.4
ITEM_NAME_23093,延印 LV.5,Extended Glyph LV.5
ITEM_NAME_23094,延印 LV.6,Extended Glyph LV.6
ITEM_NAME_23095,烈翔 LV.4,Fierce Flight LV.4
ITEM_NAME_23096,烈翔 LV.5,Fierce Flight LV.5
ITEM_NAME_23097,烈翔 LV.6,Fierce Flight LV.6
ITEM_NAME_23098,節魔 LV.4,Magickal Chant LV.4
ITEM_NAME_23099,節魔 LV.5,Magickal Chant LV.5
ITEM_NAME_23100,節魔 LV.6,Magickal Chant LV.6
ITEM_NAME_23101,節補 LV.4,Complement Chant LV.4
ITEM_NAME_23102,節補 LV.5,Complement Chant LV.5
ITEM_NAME_23103,節補 LV.6,Complement Chant LV.6
ITEM_NAME_23104,武運 LV.4,Fortunes of War LV.4
ITEM_NAME_23105,武運 LV.5,Fortunes of War LV.5
ITEM_NAME_23106,武運 LV.6,Fortunes of War LV.6
ITEM_NAME_23107,源運 LV.4,Source Luck LV.4
ITEM_NAME_23108,源運 LV.5,Source Luck LV.5
ITEM_NAME_23109,源運 LV.6,Source Luck LV.6
ITEM_NAME_23110,活鎮 LV.4,Active Supression LV.4
ITEM_NAME_23111,活鎮 LV.5,Active Supression LV.5
ITEM_NAME_23112,活鎮 LV.6,Active Supression LV.6
ITEM_NAME_23113,金竜の印,Gold Dragon Mark
ITEM_NAME_23114,金竜の印,Gold Dragon Mark
ITEM_NAME_23115,金竜の印,Gold Dragon Mark
ITEM_NAME_23116,銀竜の印,Silver Dragon Mark
ITEM_NAME_23117,銀竜の印,Silver Dragon Mark
ITEM_NAME_23118,銀竜の印,Silver Dragon Mark
ITEM_NAME_23119,赤竜の印,Red Dragon Mark
ITEM_NAME_23120,赤竜の印,Red Dragon Mark
ITEM_NAME_23121,赤竜の印,Red Dragon Mark
ITEM_NAME_23122,黒呪の迷宮リセット券,Bitterblack Maze Reset Ticket
ITEM_NAME_23123,「LV.80」成長の宝珠,Orb of Growth (LV.80)
ITEM_NAME_23124,クラン拠点・ハロウィン装飾,Clan Hall - Halloween Decoration
ITEM_NAME_23125,クラン拠点・ハロウィン大絨毯,Clan Hall - Halloween Large Carpet
ITEM_NAME_23126,クラン拠点・ハロウィン料理,Clan Hall - Halloween Cuisine
ITEM_NAME_23127,クラン拠点・ハロウィンぬいぐるみ,Clan Hall - Halloween Plush
ITEM_NAME_23128,クラン拠点・ハロウィンツリー,Clan Hall - Halloween Tree
ITEM_NAME_23129,クラン拠点・クリスマス料理,Clan Hall - Christmas Cuisine
ITEM_NAME_23130,クラン拠点・ホワイトツリー,Clan Hall - White Tree
ITEM_NAME_23131,延印 LV.3,Extended Glyph LV.3
ITEM_NAME_23132,魔充 LV.3,Magickal Charge LV.3
ITEM_NAME_23133,烈翔 LV.3,Fierce Flight LV.3
ITEM_NAME_23134,節魔 LV.3,Magickal Chant LV.3
ITEM_NAME_23135,節補 LV.3,Complement Chant LV.3
ITEM_NAME_23136,受拡 LV.3,Counter Extension LV.3
ITEM_NAME_23137,受拡 LV.4,Counter Extension LV.4
ITEM_NAME_23138,受拡 LV.5,Counter Extension LV.5
ITEM_NAME_23139,受拡 LV.6,Counter Extension LV.6
ITEM_NAME_23140,闘勢 LV.3,Combat Momentum LV.3
ITEM_NAME_23141,闘勢 LV.4,Combat Momentum LV.4
ITEM_NAME_23142,闘勢 LV.5,Combat Momentum LV.5
ITEM_NAME_23143,闘勢 LV.6,Combat Momentum LV.6
ITEM_NAME_23144,強盾 LV.3,Strong Shield LV.3
ITEM_NAME_23145,強盾 LV.4,Strong Shield LV.4
ITEM_NAME_23146,強盾 LV.5,Strong Shield LV.5
ITEM_NAME_23147,強盾 LV.6,Strong Shield LV.6
ITEM_NAME_23148,重盾 LV.3,Heavy Shield LV.3
ITEM_NAME_23149,重盾 LV.4,Heavy Shield LV.4
ITEM_NAME_23150,重盾 LV.5,Heavy Shield LV.5
ITEM_NAME_23151,重盾 LV.6,Heavy Shield LV.6
ITEM_NAME_23152,亜狙 LV.3,Demihuman Proficiency LV.3
ITEM_NAME_23153,亜狙 LV.4,Demihuman Proficiency LV.4
ITEM_NAME_23154,亜狙 LV.5,Demihuman Proficiency LV.5
ITEM_NAME_23155,亜狙 LV.6,Demihuman Proficiency LV.6
ITEM_NAME_23156,力跳 LV.3,Jump Proficiency LV.3
ITEM_NAME_23157,力跳 LV.4,Jump Proficiency LV.4
ITEM_NAME_23158,力跳 LV.5,Jump Proficiency LV.5
ITEM_NAME_23159,力跳 LV.6,Jump Proficiency LV.6
ITEM_NAME_23160,巨狙 LV.3,Giant Proficiency LV.3
ITEM_NAME_23161,巨狙 LV.4,Giant Proficiency LV.4
ITEM_NAME_23162,巨狙 LV.5,Giant Proficiency LV.5
ITEM_NAME_23163,巨狙 LV.6,Giant Proficiency LV.6
ITEM_NAME_23164,乱斬 砕 LV.3,Scarlet Slashes: Crush LV.3
ITEM_NAME_23165,乱斬 砕 LV.4,Scarlet Slashes: Crush LV.4
ITEM_NAME_23166,乱斬 砕 LV.5,Scarlet Slashes: Crush LV.5
ITEM_NAME_23167,乱斬 砕 LV.6,Scarlet Slashes: Crush LV.6
ITEM_NAME_23168,深攻 LV.3,Deep Aggression LV.3
ITEM_NAME_23169,深攻 LV.4,Deep Aggression LV.4
ITEM_NAME_23170,深攻 LV.5,Deep Aggression LV.5
ITEM_NAME_23171,深攻 LV.6,Deep Aggression LV.6
ITEM_NAME_23172,剛攻 LV.3,Stiffness LV.3
ITEM_NAME_23173,剛攻 LV.4,Stiffness LV.4
ITEM_NAME_23174,剛攻 LV.5,Stiffness LV.5
ITEM_NAME_23175,剛攻 LV.6,Stiffness LV.6
ITEM_NAME_23176,集中 LV.3,Concentration LV.3
ITEM_NAME_23177,集中 LV.4,Concentration LV.4
ITEM_NAME_23178,集中 LV.5,Concentration LV.5
ITEM_NAME_23179,集中 LV.6,Concentration LV.6
ITEM_NAME_23180,拡撃 LV.3,Attack Expansion LV.3
ITEM_NAME_23181,拡撃 LV.4,Attack Expansion LV.4
ITEM_NAME_23182,拡撃 LV.5,Attack Expansion LV.5
ITEM_NAME_23183,拡撃 LV.6,Attack Expansion LV.6
ITEM_NAME_23184,充実 LV.3,Enhancement LV.3
ITEM_NAME_23185,充実 LV.4,Enhancement LV.4
ITEM_NAME_23186,充実 LV.5,Enhancement LV.5
ITEM_NAME_23187,充実 LV.6,Enhancement LV.6
ITEM_NAME_23188,射極 LV.3,Decisive Shot LV.3
ITEM_NAME_23189,射極 LV.4,Decisive Shot LV.4
ITEM_NAME_23190,射極 LV.5,Decisive Shot LV.5
ITEM_NAME_23191,射極 LV.6,Decisive Shot LV.6
ITEM_NAME_23192,鬼狙 LV.3,Ogre Proficiency LV.3
ITEM_NAME_23193,鬼狙 LV.4,Ogre Proficiency LV.4
ITEM_NAME_23194,鬼狙 LV.5,Ogre Proficiency LV.5
ITEM_NAME_23195,鬼狙 LV.6,Ogre Proficiency LV.6
ITEM_NAME_23196,腐狙 LV.3,Undead Proficiency LV.3
ITEM_NAME_23197,腐狙 LV.4,Undead Proficiency LV.4
ITEM_NAME_23198,腐狙 LV.5,Undead Proficiency LV.5
ITEM_NAME_23199,腐狙 LV.6,Undead Proficiency LV.6
ITEM_NAME_23200,骨狙 LV.3,Skeleton Proficiency LV.3
ITEM_NAME_23201,骨狙 LV.4,Skeleton Proficiency LV.4
ITEM_NAME_23202,骨狙 LV.5,Skeleton Proficiency LV.5
ITEM_NAME_23203,骨狙 LV.6,Skeleton Proficiency LV.6
ITEM_NAME_23204,癒気 詠 LV.3,Healing: Chant LV.3
ITEM_NAME_23205,癒気 詠 LV.4,Healing: Chant LV.4
ITEM_NAME_23206,癒気 詠 LV.5,Healing: Chant LV.5
ITEM_NAME_23207,癒気 詠 LV.6,Healing: Chant LV.6
ITEM_NAME_23208,魔猛 LV.3,Magickal Rush LV.3
ITEM_NAME_23209,魔猛 LV.4,Magickal Rush LV.4
ITEM_NAME_23210,魔猛 LV.5,Magickal Rush LV.5
ITEM_NAME_23211,魔猛 LV.6,Magickal Rush LV.6
ITEM_NAME_23212,硬気 LV.3,Hard Spirit LV.3
ITEM_NAME_23213,硬気 LV.4,Hard Spirit LV.4
ITEM_NAME_23214,硬気 LV.5,Hard Spirit LV.5
ITEM_NAME_23215,硬気 LV.6,Hard Spirit LV.6
ITEM_NAME_23216,積吸 LV.3,Absorption LV.3
ITEM_NAME_23217,積吸 LV.4,Absorption LV.4
ITEM_NAME_23218,積吸 LV.5,Absorption LV.5
ITEM_NAME_23219,積吸 LV.6,Absorption LV.6
ITEM_NAME_23220,貪吸 LV.3,Trickle LV.3
ITEM_NAME_23221,貪吸 LV.4,Trickle LV.4
ITEM_NAME_23222,貪吸 LV.5,Trickle LV.5
ITEM_NAME_23223,貪吸 LV.6,Trickle LV.6
ITEM_NAME_23224,見極 LV.3,Prescience LV.3
ITEM_NAME_23225,見極 LV.4,Prescience LV.4
ITEM_NAME_23226,見極 LV.5,Prescience LV.5
ITEM_NAME_23227,見極 LV.6,Prescience LV.6
ITEM_NAME_23228,堅牢 LV.3,Solid LV.3
ITEM_NAME_23229,堅牢 LV.4,Solid LV.4
ITEM_NAME_23230,堅牢 LV.5,Solid LV.5
ITEM_NAME_23231,堅牢 LV.6,Solid LV.6
ITEM_NAME_23232,気鋭 LV.3,Fired Up LV.3
ITEM_NAME_23233,気鋭 LV.4,Fired Up LV.4
ITEM_NAME_23234,気鋭 LV.5,Fired Up LV.5
ITEM_NAME_23235,気鋭 LV.6,Fired Up LV.6
ITEM_NAME_23236,魔増 LV.3,Magick Boost LV.3
ITEM_NAME_23237,魔増 LV.4,Magick Boost LV.4
ITEM_NAME_23238,魔増 LV.5,Magick Boost LV.5
ITEM_NAME_23239,魔増 LV.6,Magick Boost LV.6
ITEM_NAME_23240,胆唱 LV.3,Courageous Cast LV.3
ITEM_NAME_23241,胆唱 LV.4,Courageous Cast LV.4
ITEM_NAME_23242,胆唱 LV.5,Courageous Cast LV.5
ITEM_NAME_23243,胆唱 LV.6,Courageous Cast LV.6
ITEM_NAME_23244,魔抗 LV.3,Persistent Cast LV.3
ITEM_NAME_23245,魔抗 LV.4,Persistent Cast LV.4
ITEM_NAME_23246,魔抗 LV.5,Persistent Cast LV.5
ITEM_NAME_23247,魔抗 LV.6,Persistent Cast LV.6
ITEM_NAME_23248,魔狙 LV.3,Demon Proficiency LV.3
ITEM_NAME_23249,魔狙 LV.4,Demon Proficiency LV.4
ITEM_NAME_23250,魔狙 LV.5,Demon Proficiency LV.5
ITEM_NAME_23251,魔狙 LV.6,Demon Proficiency LV.6
ITEM_NAME_23252,倒力 LV.3,Collapsing Strength LV.3
ITEM_NAME_23253,倒力 LV.4,Collapsing Strength LV.4
ITEM_NAME_23254,倒力 LV.5,Collapsing Strength LV.5
ITEM_NAME_23255,倒力 LV.6,Collapsing Strength LV.6
ITEM_NAME_23256,烈当 LV.3,Violence LV.3
ITEM_NAME_23257,烈当 LV.4,Violence LV.4
ITEM_NAME_23258,烈当 LV.5,Violence LV.5
ITEM_NAME_23259,烈当 LV.6,Violence LV.6
ITEM_NAME_23260,勇攻 LV.3,Brave Attack LV.3
ITEM_NAME_23261,勇攻 LV.4,Brave Attack LV.4
ITEM_NAME_23262,勇攻 LV.5,Brave Attack LV.5
ITEM_NAME_23263,勇攻 LV.6,Brave Attack LV.6
ITEM_NAME_23264,獣狙 LV.3,Beast Proficiency LV.3
ITEM_NAME_23265,獣狙 LV.4,Beast Proficiency LV.4
ITEM_NAME_23266,獣狙 LV.5,Beast Proficiency LV.5
ITEM_NAME_23267,獣狙 LV.6,Beast Proficiency LV.6
ITEM_NAME_23268,快閃 LV.3,Brandish LV.3
ITEM_NAME_23269,快閃 LV.4,Brandish LV.4
ITEM_NAME_23270,快閃 LV.5,Brandish LV.5
ITEM_NAME_23271,快閃 LV.6,Brandish LV.6
ITEM_NAME_23272,魔斬 砕 LV.3,Savage Lash: Crusher LV.3
ITEM_NAME_23273,魔斬 砕 LV.4,Savage Lash: Crusher LV.4
ITEM_NAME_23274,魔斬 砕 LV.5,Savage Lash: Crusher LV.5
ITEM_NAME_23275,魔斬 砕 LV.6,Savage Lash: Crusher LV.6
ITEM_NAME_23276,勢命 LV.3,Life Energizer LV.3
ITEM_NAME_23277,勢命 LV.4,Life Energizer LV.4
ITEM_NAME_23278,勢命 LV.5,Life Energizer LV.5
ITEM_NAME_23279,勢命 LV.6,Life Energizer LV.6
ITEM_NAME_23280,霊狙 LV.3,Spirit Proficiency LV.3
ITEM_NAME_23281,霊狙 LV.4,Spirit Proficiency LV.4
ITEM_NAME_23282,霊狙 LV.5,Spirit Proficiency LV.5
ITEM_NAME_23283,霊狙 LV.6,Spirit Proficiency LV.6
ITEM_NAME_23284,闘矢 瞬 LV.3,Seeker Arrows: Blink LV.3
ITEM_NAME_23285,闘矢 瞬 LV.4,Seeker Arrows: Blink LV.4
ITEM_NAME_23286,闘矢 瞬 LV.5,Seeker Arrows: Blink LV.5
ITEM_NAME_23287,闘矢 瞬 LV.6,Seeker Arrows: Blink LV.6
ITEM_NAME_23288,助矢 瞬 LV.3,Aid Arrow: Blink LV.3
ITEM_NAME_23289,助矢 瞬 LV.4,Aid Arrow: Blink LV.4
ITEM_NAME_23290,助矢 瞬 LV.5,Aid Arrow: Blink LV.5
ITEM_NAME_23291,助矢 瞬 LV.6,Aid Arrow: Blink LV.6
ITEM_NAME_23292,通眼 LV.3,Counter Eye LV.3
ITEM_NAME_23293,通眼 LV.4,Counter Eye LV.4
ITEM_NAME_23294,通眼 LV.5,Counter Eye LV.5
ITEM_NAME_23295,通眼 LV.6,Counter Eye LV.6
ITEM_NAME_23296,快錬 LV.3,Polished Poise LV.3
ITEM_NAME_23297,快錬 LV.4,Polished Poise LV.4
ITEM_NAME_23298,快錬 LV.5,Polished Poise LV.5
ITEM_NAME_23299,快錬 LV.6,Polished Poise LV.6
ITEM_NAME_23300,竜狙 LV.3,Dragonkin Proficiency LV.3
ITEM_NAME_23301,竜狙 LV.4,Dragonkin Proficiency LV.4
ITEM_NAME_23302,竜狙 LV.5,Dragonkin Proficiency LV.5
ITEM_NAME_23303,竜狙 LV.6,Dragonkin Proficiency LV.6
ITEM_NAME_23304,硬視 LV.3,Enduring Vision LV.3
ITEM_NAME_23305,硬視 LV.4,Enduring Vision LV.4
ITEM_NAME_23306,硬視 LV.5,Enduring Vision LV.5
ITEM_NAME_23307,硬視 LV.6,Enduring Vision LV.6
ITEM_NAME_23308,錬爆 倒 LV.3,Elixer: Slayer LV.3
ITEM_NAME_23309,錬爆 倒 LV.4,Elixer: Slayer LV.4
ITEM_NAME_23310,錬爆 倒 LV.5,Elixer: Slayer LV.5
ITEM_NAME_23311,錬爆 倒 LV.6,Elixer: Slayer LV.6
ITEM_NAME_23312,頑強 LV.3,Stubborn LV.3
ITEM_NAME_23313,頑強 LV.4,Stubborn LV.4
ITEM_NAME_23314,頑強 LV.5,Stubborn LV.5
ITEM_NAME_23315,頑強 LV.6,Stubborn LV.6
ITEM_NAME_23316,触攻 LV.3,Attack Touch LV.3
ITEM_NAME_23317,触攻 LV.4,Attack Touch LV.4
ITEM_NAME_23318,触攻 LV.5,Attack Touch LV.5
ITEM_NAME_23319,触攻 LV.6,Attack Touch LV.6
ITEM_NAME_23320,属附 LV.3,Attribution LV.3
ITEM_NAME_23321,属附 LV.4,Attribution LV.4
ITEM_NAME_23322,属附 LV.5,Attribution LV.5
ITEM_NAME_23323,属附 LV.6,Attribution LV.6
ITEM_NAME_23324,侵狙 LV.3,Infected Proficiency LV.3
ITEM_NAME_23325,侵狙 LV.4,Infected Proficiency LV.4
ITEM_NAME_23326,侵狙 LV.5,Infected Proficiency LV.5
ITEM_NAME_23327,侵狙 LV.6,Infected Proficiency LV.6
ITEM_NAME_23328,槍墜 倒 LV.3,Crushing Spear: Slayer LV.3
ITEM_NAME_23329,槍墜 倒 LV.4,Crushing Spear: Slayer LV.4
ITEM_NAME_23330,槍墜 倒 LV.5,Crushing Spear: Slayer LV.5
ITEM_NAME_23331,槍墜 倒 LV.6,Crushing Spear: Slayer LV.6
ITEM_NAME_23332,霊蓄 LV.3,Spirit Hoard LV.3
ITEM_NAME_23333,霊蓄 LV.4,Spirit Hoard LV.4
ITEM_NAME_23334,霊蓄 LV.5,Spirit Hoard LV.5
ITEM_NAME_23335,霊蓄 LV.6,Spirit Hoard LV.6
ITEM_NAME_23336,強弾 LV.3,Strong Shot LV.3
ITEM_NAME_23337,強弾 LV.4,Strong Shot LV.4
ITEM_NAME_23338,強弾 LV.5,Strong Shot LV.5
ITEM_NAME_23339,強弾 LV.6,Strong Shot LV.6
ITEM_NAME_23340,加吸 LV.3,Increased Absorption LV.3
ITEM_NAME_23341,加吸 LV.4,Increased Absorption LV.4
ITEM_NAME_23342,加吸 LV.5,Increased Absorption LV.5
ITEM_NAME_23343,加吸 LV.6,Increased Absorption LV.6
ITEM_NAME_23344,勇鎮 LV.3,Courageous Supression LV.3
ITEM_NAME_23345,勇鎮 LV.4,Courageous Supression LV.4
ITEM_NAME_23346,勇鎮 LV.5,Courageous Supression LV.5
ITEM_NAME_23347,勇鎮 LV.6,Courageous Supression LV.6
ITEM_NAME_23348,戦狙 LV.3,War-Ready Proficiency LV.3
ITEM_NAME_23349,戦狙 LV.4,War-Ready Proficiency LV.4
ITEM_NAME_23350,戦狙 LV.5,War-Ready Proficiency LV.5
ITEM_NAME_23351,戦狙 LV.6,War-Ready Proficiency LV.6
ITEM_NAME_23352,常撃 LV.3,Ordinary Attack LV.3
ITEM_NAME_23353,常撃 LV.4,Ordinary Attack LV.4
ITEM_NAME_23354,常撃 LV.5,Ordinary Attack LV.5
ITEM_NAME_23355,常撃 LV.6,Ordinary Attack LV.6
ITEM_NAME_23361,竜技のピアスⅡ【ハイセプター】,Dragon Skill Earrings II (High Scepter)
ITEM_NAME_23362,竜技のリングⅡ【ハイセプター】,Dragon Skill Ring II (High Scepter)
ITEM_NAME_23363,竜技の腕輪Ⅱ【ハイセプター】,Dragon Skill Bracelet II (High Scepter)
ITEM_NAME_23364,黒呪のオーブ,Bitterblack Orb
ITEM_NAME_23365,イベントチケット【ホワイトデー】,Event Ticket (White Day)
ITEM_NAME_23366,イベントチケット【3周年】,Event Ticket (3rd Anniversary)
ITEM_NAME_23367,イベントチケット【黄金宮】,Event Ticket (Golden Palace)
ITEM_NAME_23368,イベントチケット,Event Ticket
ITEM_NAME_23369,イベントチケット,Event Ticket
ITEM_NAME_23370,イベントチケット,Event Ticket
ITEM_NAME_23371,イベントチケット,Event Ticket
ITEM_NAME_23372,イベントチケット,Event Ticket
ITEM_NAME_23373,イベントチケット,Event Ticket
ITEM_NAME_23374,イベントチケット,Event Ticket
ITEM_NAME_23375,ボーナスダンジョンチケット【SP】,Bonus Dungeon Ticket (SP)
ITEM_NAME_23377,初代王の指輪,Ring of the First King
ITEM_NAME_23378,タペストリー・オーバーロードⅢ・B,Tapestry - Overlord III (B)
ITEM_NAME_23379,タペストリー・オーバーロードⅢ・A,Tapestry - Overlord III (A)
ITEM_NAME_23380,探究者の眼鏡,Investigator's Spectacles
ITEM_NAME_23381,悪戯なパレードベスト,Mischievous Parade Vest
ITEM_NAME_23388,悪戯なムーンライトベスト,Mischievous Moonlight Vest
ITEM_NAME_23389,悪戯なパーティーワンピース,Mischievous Party Onepiece
ITEM_NAME_23390,悪戯なハッピーナイトワンピース,Mischievous Happy Night Onepiece
ITEM_NAME_23391,悪戯なパレードスラックス,Mischievous Parade Slacks
ITEM_NAME_23392,悪戯なムーンライトスラックス,Mischievous Moonlight Slacks
ITEM_NAME_23393,悪戯なパーティータイツ,Mischievous Party Tights
ITEM_NAME_23394,悪戯なハッピーナイトタイツ,Mischievous Happy Night Tights
ITEM_NAME_23395,悪戯な黒オオカミマスク,Mischievous Black Wolf Mask
ITEM_NAME_23396,悪戯な白オオカミマスク,Mischievous White Wolf Mask
ITEM_NAME_23397,悪戯なオバケコスチューム,Mischievous Ghost Costume
ITEM_NAME_23398,レシピ：探究者の眼鏡,Recipe: Investigator's Spectacles
ITEM_NAME_23399,3.4_NPC用_水竜王様_片手剣,
ITEM_NAME_23400,3.4_NPC用_水竜王様_盾,
ITEM_NAME_23401,3.4_NPC用_共闘ミシアル_杖,
ITEM_NAME_23402,3.4_NPC用_闇レオ_片手剣,
ITEM_NAME_23403,3.4_NPC用_闇レオ_盾,
ITEM_NAME_23404,3.4_NPC用_水竜王様_衣装,
ITEM_NAME_23405,3.4_NPC用_闇レオ_ab,
ITEM_NAME_23406,3.4_NPC用_闇レオ_aa,
ITEM_NAME_23407,3.4_NPC用_闇レオ_al,
ITEM_NAME_23408,3.4_NPC用_闇レオ_wb,
ITEM_NAME_23409,3.4_NPC用_闇レオ_wl,
ITEM_NAME_23410,3.4_NPC用_闇レオ_ac,
ITEM_NAME_23411,ボーナスダンジョンチケット【JP】,Bonus Dungeon Ticket (JP)
ITEM_NAME_23412,ボーナスダンジョンチケット【HO】,Bonus Dungeon Ticket (HO)
ITEM_NAME_23413,ジョブポイント,Job Point
ITEM_NAME_23414,悪魔のダメージトップス【白】,Demon's Damaged Top (White)
ITEM_NAME_23415,悪魔のダメージトップス【黒】,Demon's Damaged Top (Black)
ITEM_NAME_23416,天使のフェザーブラウス【白】,Angel's Feather Blouse (White)
ITEM_NAME_23417,天使のフェザーブラウス【黒】,Angel's Feather Blouse (Black)
ITEM_NAME_23418,悪魔のダメージスキニー【白】,Demon's Damaged Knee Boots (White)
ITEM_NAME_23419,悪魔のダメージスキニー【黒】,Demon's Damaged Knee Boots (Black)
ITEM_NAME_23420,天使のフェザータイツ【白】,Angel's Feather Tights (White)
ITEM_NAME_23421,天使のフェザータイツ【黒】,Angel's Feather Tights (Black)
ITEM_NAME_23422,天使のフェザーコルセット【白】,Angel's Feather Corset (White)
ITEM_NAME_23423,天使のフェザーコルセット【黒】,Angel's Feather Corset (Black)
ITEM_NAME_23424,悪魔の角・ゴート,Demon's Horn (Goat)
ITEM_NAME_23425,悪魔の角・ブル,Demon's Horn (Bull)
ITEM_NAME_23426,花冠の髪飾り【白】,Garland Hair Ornament (White)
ITEM_NAME_23427,花冠の髪飾り【紫】,Garland Hair Ornament (Purple)
ITEM_NAME_23428,一輪花の髪飾り【白】,Flower Hair Ornament (White)
ITEM_NAME_23429,一輪花の髪飾り【紫】,Flower Hair Ornament (Purple)
ITEM_NAME_23430,悪魔の蝙蝠羽【白】,Demon's Bat Wings (White)
ITEM_NAME_23431,悪魔の蝙蝠羽【赤】,Demon's Bat Wings (Red)
ITEM_NAME_23432,天使の風切羽【白】,Angel's Feather Wings (White)
ITEM_NAME_23433,天使の風切羽【黒】,Angel's Feather Wings (Black)
ITEM_NAME_23434,DDONミリオンデラックスヘルム【Ⅰ】,DDON Million Deluxe Helm (I)
ITEM_NAME_23435,DDONミリオンデラックスヘルム【Ⅱ】,DDON Million Deluxe Helm (II)
ITEM_NAME_23436,DDONミリオンデラックスヘルム【Ⅲ】,DDON Million Deluxe Helm (III)
ITEM_NAME_23437,魔充 LV.4,Magickal Charge LV.4
ITEM_NAME_23438,魔充 LV.5,Magickal Charge LV.5
ITEM_NAME_23439,魔充 LV.6,Magickal Charge LV.6
ITEM_NAME_23440,延印 LV.4,Extended Glyph LV.4
ITEM_NAME_23441,延印 LV.5,Extended Glyph LV.5
ITEM_NAME_23442,延印 LV.6,Extended Glyph LV.6
ITEM_NAME_23443,烈翔 LV.4,Fierce Flight LV.4
ITEM_NAME_23444,烈翔 LV.5,Fierce Flight LV.5
ITEM_NAME_23445,烈翔 LV.6,Fierce Flight LV.6
ITEM_NAME_23446,節魔 LV.4,Magickal Chant LV.4
ITEM_NAME_23447,節魔 LV.5,Magickal Chant LV.5
ITEM_NAME_23448,節魔 LV.6,Magickal Chant LV.6
ITEM_NAME_23449,節補 LV.4,Complement Chant LV.4
ITEM_NAME_23450,節補 LV.5,Complement Chant LV.5
ITEM_NAME_23451,節補 LV.6,Complement Chant LV.6
ITEM_NAME_23452,サンタのローブコート【赤】,Santa's Robe Coat (Red)
ITEM_NAME_23453,サンタのローブコート【白】,Santa's Robe Coat (White)
ITEM_NAME_23454,トナカイの付け耳【茶】,Reindeer's Ears (Brown)
ITEM_NAME_23455,トナカイの付け耳【白】,Reindeer's Ears (White)
ITEM_NAME_23456,トナカイのコスチューム【茶】,Reindeer's Costume (Brown)
ITEM_NAME_23457,トナカイのコスチューム【白】,Reindeer's Costume (White)
ITEM_NAME_23458,トナカイのムートンブーツ【茶】,Reindeer's Mouton Boots (Brown)
ITEM_NAME_23459,トナカイのムートンブーツ【白】,Reindeer's Mouton Boots (White)
ITEM_NAME_23460,クリスマスオーナメントハット,Christmas Ornament Hat
ITEM_NAME_23461,クリスマスツリーワンピース,Christmas Tree Onepiece
ITEM_NAME_23462,3.3_NPC用_ハロウィン_シルクハット白_男,
ITEM_NAME_23463,3.3_NPC用_ハロウィン_マント白_男,
ITEM_NAME_23464,3.3_NPC用_ハロウィン_マント_女,
ITEM_NAME_23465,3.3_NPC用_ハロウィン_ベスト_男,
